1_op_prefix_bad_luck-a.wav,"это выглядело серьёзно, ты в порядке?"
10_rq_suffix_please-a.wav,"это выглядело серьёзно, подтверди, что ты в порядке"
5-a.wav,"ты в порядке?"
2-a.wav,"ты в порядке?"
6-a.wav,"удар был сильный, ты в порядке?"
sweary_7-a.wav,"чёрт, это было серьёзно, ты в порядке?"
1-a.wav,"это выглядело серьёзно, ты в порядке?"
3-a.wav,"ты в порядке? Удар был сильный"
sweary_8-a.wav,"чёрт, удар выглядел болезненным, ты в порядке?"
4-a.wav,"авария выглядела серьёзной, ты в порядке?"
9_rq_suffix_please-a.wav,"подтверди, что ты в порядке"
6_op_prefix_bad_luck-a.wav,"удар был сильный, ты в порядке?"
