2_op_prefix_ok-a.wav,"небольшое аэродинамическое повреждение"
10-a.wav,"небольшое повреждение кузова"
12-a.wav,"похоже, кузов немного повреждён"
1_op_prefix_ok-a.wav,"небольшое аэродинамическое повреждение"
3_op_prefix_ok-a.wav,"кузов немного повреждён"
8-a.wav,"небольшое аэродинамическое повреждение"
5-a.wav,"кузов немного повреждён, оставайся на трассе, ничего серьёзного"
6-a.wav,"небольшое повреждение кузова"
11-a.wav,"небольшое аэродинамическое повреждение"
9-a.wav,"небольшое повреждение кузова"
4_op_prefix_ok-a.wav,"небольшое аэродинамическое повреждение, оставайся на трассе, ничего серьёзного"
7-a.wav,"небольшое аэродинамическое повреждение"
