12-a.wav,"небольшое повреждение кузова, не обращай внимания"
2-a.wav,"ничего серьёзного, забудь об этом"
10-a.wav,"не обращай внимания на аэродинамическое повреждение, оно незначительное"
6-a.wav,"забудь об этом, повреждение совсем небольшое"
7-a.wav,"совсем небольшое аэродинамическое повреждение, не обращай внимания"
4-a.wav,"почти незаметная царапина, не обращай внимания"
1-a.wav,"это всего лишь царапина, не обращай внимания"
9-a.wav,"небольшое повреждение кузова, на управлении не скажется"
11-a.wav,"совсем небольшое аэродинамическое повреждение, не обращай внимания"
3-a.wav,"всё нормально, это лишь потёртость"
8-a.wav,"небольшое аэродинамическое повреждение, ты его почти не почувствуешь"
5-a.wav,"почти незаметная царапина, не обращай внимания"
