op_prefix_ok_7-a.wav,"половина дистанции позади, топлива с запасом"
12-a.wav,"половина дистанции, топлива достаточно"
10-a.wav,"половина дистанции позади, с топливом всё в порядке"
3_op_prefix_ok-a.wav,"половина дистанции позади, топлива с запасом"
op_prefix_ok_9-a.wav,"половина дистанции, уровень топлива в норме"
op_prefix_ok_8-a.wav,"половина дистанции позади, топлива достаточно"
op_prefix_ok_5-a.wav,"половина дистанции позади, топлива достаточно"
4-a.wav,"половина дистанции позади, с топливом всё в порядке"
1_op_prefix_ok-a.wav,"половина дистанции, топлива достаточно"
11-a.wav,"половина дистанции, с топливом всё в порядке"
op_prefix_ok_6-a.wav,"половина дистанции позади, с топливом всё в порядке"
2-a.wav,"половина дистанции, топлива достаточно"
