1_male-a.wav,"сзади более быстрая машина, это лидер своего класса"
6_male-a.wav,"приближается более быстрая машина, это лидер класса"
3_male-a.wav,"сзади более быстрая машина, это лидер класса"
5_male-a.wav,"приближается более быстрая машина, это лидер своего класса"
4-a.wav,"сзади лидер более быстрого класса"
1_op_prefix_ok-a.wav,"приближается более быстрая машина, это лидер своего класса"
4-a.wav,"сзади лидер более быстрого класса"
2-a.wav,"сзади более быстрая машина, это лидер своего класса"
3-a.wav,"быстро приближается более быстрая машина, это лидер своего класса"
2_op_prefix_ok_male-a.wav,"быстро приближается более быстрая машина, это лидер класса"
