6-a.wav,"приближается трафик, следи за зеркалами"
14-a.wav,"приближается машина, не пересекай белую линию и следи за зеркалами"
12-a.wav,"приближается машина, следи за зеркалами и оставайся за белой линией"
11-a.wav,"приближается машина, оставайся за белой линией"
2-a.wav,"сзади трафик, будь внимателен"
4-a.wav,"сзади трафик"
5-a.wav,"следи за зеркалами, приближается машина"
16-a.wav,"сзади трафик, следи за зеркалами"
1-a.wav,"сзади машина, осторожно при возвращении на трассу"
17-a.wav,"сзади трафик, следи за зеркалами"
20-a.wav,"сзади трафик, следи за зеркалами"
7-a.wav,"сзади трафик, следи за зеркалами"
9-a.wav,"сзади трафик, осторожно"
18-a.wav,"сзади трафик, следи за зеркалами"
13-a.wav,"приближается машина, не пересекай белую линию"
19-a.wav,"сзади трафик, следи за зеркалами"
8-a.wav,"осторожно, приближается машина"
15-a.wav,"сзади трафик, следи за зеркалами"
3-a.wav,"приближается машина, следи за зеркалами"
